,weather_main,weather,wind
636,dry,"Overcast, dry",False
637,nan,,False
638,dry,Dry,False
639,nan,,False
640,wet,Rainy and foggy with temperatures approaching 17.8 °C (64.0 °F); wind speeds up to 8 kilometres per hour (5.0 mph),False
641,dry,Dry,False
642,dry,"Very hot, Dry",False
643,dry,"Very hot, Dry",False
644,dry,Sunny and warm,False
645,nan,,False
646,dry,Cloudy,False
647,dry,Overcast,False
648,nan,,False
649,nan,,False
650,nan,,False
651,dry,"Sunny, Dry",False
652,dry,Mild with temperatures approaching 23.3 °C (73.9 °F); winds gusting up to 10.1 kilometres per hour (6.3 mph),False
653,dry,Cloudy and dry with temperatures reaching up to 10 °C (50 °F);,False
654,nan,,False
655,dry,"Hot, Dry",False
656,dry,"Sunny, mild, dry",False
657,dry,"Overcast, mild, dry",False
658,dry,"Sunny, mild, dry",False
659,dry,"Sunny, mild, dry",False
660,dry,"Overcast, dry",False
661,nan,,False
662,dry,"Sunny, Dry",False
663,dry,Mild with temperatures approaching 21.1 °C (70.0 °F); wind speeds up to 10.1 kilometres per hour (6.3 mph),False
664,dry,Dry with temperatures reaching up to 18 °C (64 °F);,False
665,dry,Warm and dry,False
666,dry,"Very hot, dry",False
667,dry,"Hot, Dry",False
668,dry,"Sunny, Mild, Dry",False
669,dry,"Overcast, Dry",False
670,wet,Showers,False
671,wet,Wet,False
672,dry,"Hot, Dry",False
673,changing,"Hazy, Wet",False
674,dry,"Hot, Dry",False
675,dry,Sunny with temperatures reaching up to 27.8 °C (82.0 °F) and wind speeds up to 10.1 kilometres per hour (6.3 mph); no precipitation reported throughout the day,False
676,dry,Temperatures reaching a maximum of 20 °C (68 °F);,False
677,dry,"Sunny, Mild, Dry",False
678,nan,,False
679,nan,,False
680,nan,,False
681,nan,,False
682,nan,,False
683,nan,,False
684,dry,"Warm, dry and sunny",False
685,wet,Rainy with temperatures up to 24.4 °C (75.9 °F); wind speeds up to 8 kilometres per hour (5.0 mph),False
686,dry,"Warm, dry",False
687,dry,Sunny,False
688,nan,,False
689,dry,"Overcast, Mild, Dry",False
690,changing,Overcast and wet,False
691,dry,"Hot, dry",False
692,changing,"Wet, drying later",False
693,dry,"Sunny, Mild, Dry",False
694,changing,Overcast and wet,False
695,dry,"Warm, dry and sunny",False
696,dry,"Cool, dry",False
697,dry,"Warm, clear",False
698,nan,,False
699,nan,,False
700,wet,Heavy rain,False
701,dry,Sunny,False
702,dry,"Warm, dry and overcast",False
703,nan,,False
704,dry,Overcast and dry,False
705,nan,,False
706,wet,"Rainy, windy, cold",True
707,nan,,False
708,nan,,False
709,dry,Dry,False
710,dry,Dry,False
711,dry,Dry,False
712,dry,"Warm, dry",False
713,dry,Dry,False
714,dry,Dry,False
715,dry,Dry,False
716,dry,"Sunny, warm",False
717,nan,,False
718,dry,"Warm, dry and sunny",False
719,changing,Wet and overcast,False
720,dry,Sunny,False
721,changing,"Sunny, then rain",False
722,dry,"Warm, dry and sunny",False
723,dry,"Warm, dry and sunny, 21C.",False
724,dry,"Warm, dry and sunny",False
725,dry,Sunny,False
726,dry,"Overcast, dry",False
727,dry,"Hot, dry and windy",True
728,dry,Sunny,False
729,dry,Cloudy,False
730,dry,Sunny,False
731,dry,Sunny,False
732,dry,Sunny,False
733,wet,Heavy rain showers,False
734,changing,"Dry, with rain later",False
735,dry,Sunny,False
736,dry,"Dry, windy",True
737,dry,Sunny,False
738,dry,Sunny,False
739,dry,Sunny,False
740,dry,Sunny,False
741,changing,"Torrential rain, drying later",False
742,wet,Wet,False
743,dry,Sunny,False
744,dry,Temperatures up to 22 °C (72 °F);,False
745,nan,,False
746,nan,,False
747,nan,,False
748,nan,,False
749,nan,,False
750,dry,Dry,False
751,dry,"Dry, overcast.",False
752,nan,,False
753,dry,"Warm, dry",False
754,dry,Temperatures up to 24.4 °C (75.9 °F);,False
755,dry,"Hot, clear",False
756,nan,,False
757,dry,Sunny,False
758,dry,"Hot, dry",False
759,dry,Dry and sunny.,False
760,dry,Dry and dull.,False
761,dry,Hot and clear.,False
762,dry,Dry and sunny,False
763,dry,Sunny with temperatures reaching up to 25 °C (77 °F);,False
764,nan,,False
765,nan,,False
766,nan,,False
767,nan,,False
768,dry,"Hot, dry",False
769,nan,,False
770,nan,,False
771,nan,,False
772,nan,,False
773,nan,,False
774,dry,"Warm, dry, sunny",False
775,nan,,False
776,nan,,False
777,dry,"Slightly overcast, dry track",False
778,nan,,False
779,dry,"Overcast, dry.",False
780,nan,,False
781,dry,"Sunny, very hot, dry",False
782,nan,,False
783,dry,Overcast but dry,False
784,dry,"Warm, dry, sunny",False
785,dry,"Overcast, dry track",False
786,changing,"Wet and overcast, later drying",False
787,nan,,False
788,dry,"Overcast, dry",False
789,nan,,False
790,changing,"Cloudy, warm, alternating light rain",False
791,dry,Very hot and dry,False
792,nan,,False
793,dry,Cool and windy,True
794,nan,,False
795,wet,Drizzly,False
796,dry,"Hot, dry.",False
797,nan,,False
798,changing,"Overcast, wet",False
799,dry,Very hot and sunny,False
800,dry,"Sunny, mild, dry",False
801,changing,"Overcast, wet",False
802,wet,"Cold, wet (heavy rain).",False
803,dry,"Sunny, dry",False
804,wet,Rain,False
805,dry,"Sunny, mild, dry",False
806,dry,"Sunny, mild, dry",False
807,dry,"Hot, dry",False
808,dry,Extremely hot,False
809,dry,"Sunny, mild, dry",False
810,dry,"Hot, dry",False
811,dry,"Hot, dry",False
812,changing,"Overcast, showers",False
813,dry,"Sunny, mild, dry",False
814,dry,"Sunny, mild, dry",False
815,dry,"Sunny, mild, dry",False
816,dry,Sunny,False
817,dry,Warm and sunny,False
818,wet,Rain,False
819,wet,Rain,False
820,dry,"Overcast, dry.",False
821,dry,Sunny,False
822,wet,Rainy,False
823,dry,Sunny,False
824,changing,"Overcast, rain",False
825,dry,Warm and sunny,False
826,dry,"Sunny, Mild, Dry",False
827,dry,"Sunny, Hot, Dry",False
828,dry,"Mild, Dry",False
829,dry,"Sunny, Mild, Dry",False
830,dry,Warm and sunny,False
831,dry,"Hot, Dry",False
832,dry,"Sunny, mild, dry.",False
833,nan,,False
834,wet,Rainy,False
835,dry,"Warm, dry and sunny",False
836,dry,"Warm, dry and sunny",False
837,dry,Hot and sunny,False
838,dry,"Warm, hot and sunny",False
839,dry,"Sunny, 18°C",False
840,dry,"Cloudy, dry",False
841,dry,"[<p>Fine and Dry<sup class=""reference"" id=""cite_ref-weather_1-0""><a href=""#cite_note-weather-1"">[1]</a></sup>
Air Temp 22 °C (72 °F)<sup class=""reference"" id=""cite_ref-weather_1-1""><a href=""#cite_note-weather-1"">[1]</a></sup>
</p>]",False
842,dry,"[<p>Sunny, Fine and Dry<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 17 °C (63 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
843,dry,"[<p>Mainly sunny, Fine and Dry<sup class=""reference"" id=""cite_ref-3""><a href=""#cite_note-3"">[3]</a></sup><sup class=""reference"" id=""cite_ref-weather_4-0""><a href=""#cite_note-weather-4"">[4]</a></sup>
Air Temp 27 °C (81 °F)<sup class=""reference"" id=""cite_ref-weather_4-1""><a href=""#cite_note-weather-4"">[4]</a></sup>
</p>]",False
844,dry,"Sunny, Fine and Dry",False
845,changing,"Wet at start, very heavy rain later, after rain stops, track drying towards the end. Temperatures up to 27 °C (81 °F); wind speeds up to 12 kilometres per hour (7.5 mph)",False
846,dry,"[<p>Clear, Fine and Dry<sup class=""reference"" id=""cite_ref-1""><a href=""#cite_note-1"">[1]</a></sup><sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 27 °C (81 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
847,changing,Wet track at start; subsequently drying.,False
848,changing,"Cloudy, (light) rain at start",False
849,changing,"Cloudy, rain showers",False
850,dry,"Cloudy, dry",False
851,dry,Mainly sunny,False
852,dry,"[<p>Hot and humid
</p>]",False
853,dry,"[<p>Sunny and dry
</p>]",False
854,changing,"[<p>Dry, light rain at the start
</p>]",False
855,dry,"[<p>Fine and Dry
</p>]",False
856,dry,"[<p>Fine and Dry
</p>]",False
857,dry,"[<p>Fine
</p>]",False
858,dry,"[<p>Fine<sup class=""reference"" id=""cite_ref-weather_1-0""><a href=""#cite_note-weather-1"">[1]</a></sup>
Air Temp 22 °C (72 °F)<sup class=""reference"" id=""cite_ref-weather_1-1""><a href=""#cite_note-weather-1"">[1]</a></sup>
</p>]",False
859,changing,"[<p>Heavy rain clearing to cloudy and dry<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 26 °C (79 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
860,dry,"[<p>Overcast but Dry<sup class=""reference"" id=""cite_ref-weather_1-0""><a href=""#cite_note-weather-1"">[1]</a></sup>
Air Temp 22 °C (72 °F)<sup class=""reference"" id=""cite_ref-weather_1-1""><a href=""#cite_note-weather-1"">[1]</a></sup>
</p>]",False
861,dry,"[<p>Sunny and hot<sup class=""reference"" id=""cite_ref-1""><a href=""#cite_note-1"">[1]</a></sup><sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 27 °C (81 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
862,dry,"Partially cloudy, dry: Air 23 °C (73 °F), Track 36 °C (97 °F)",False
863,changing,"[<p>Fine and Dry, showers threatening at end<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 21 °C (70 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
864,dry,"[<p>Fine, dry and warm;<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
with air temperature approaching 29 °C (84 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
865,dry,"[<p>Fine and Dry<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 27 °C (81 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
866,dry,Dry,False
867,dry,"[<p>Fine and Dry<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 22 °C (72 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
868,dry,"[<p>Fine and Dry. Very Hot<sup class=""reference"" id=""cite_ref-2""><a href=""#cite_note-2"">[2]</a></sup><sup class=""reference"" id=""cite_ref-weather_3-0""><a href=""#cite_note-weather-3"">[3]</a></sup>
Air Temp 30 °C (86 °F)<sup class=""reference"" id=""cite_ref-weather_3-1""><a href=""#cite_note-weather-3"">[3]</a></sup>
</p>]",False
869,dry,"[<p>Fine and Dry<sup class=""reference"" id=""cite_ref-weather_4-0""><a href=""#cite_note-weather-4"">[4]</a></sup>
Air Temp 23 °C (73 °F)<sup class=""reference"" id=""cite_ref-weather_4-1""><a href=""#cite_note-weather-4"">[4]</a></sup>
</p>]",False
870,dry,"[<p>Dry and sizzlingly sunny<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
<br/>Air temp 28 °C (82 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
871,dry,Hot and humid,False
872,dry,"[<p>Fine and Dry<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 23 °C (73 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
873,dry,"[<p>Fine and Dry<sup class=""reference"" id=""cite_ref-weather_3-0""><a href=""#cite_note-weather-3"">[3]</a></sup>
Air Temp 21 °C (70 °F)<sup class=""reference"" id=""cite_ref-weather_3-1""><a href=""#cite_note-weather-3"">[3]</a></sup>
</p>]",False
874,dry,"[<p>Fine, Dry, a little hazy and a little dusty<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 30 °C (86 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
875,dry,"[<p>Dry<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 29 °C (84 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
876,dry,Scattered clouds,False
877,wet,"[<p>Race start: drops of rain, light rain shower getting heavier at the end.<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 19 °C (66 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
878,dry,"[<p>Scattered Clouds, Fine and Dry<sup class=""reference"" id=""cite_ref-weather_2-0""><a href=""#cite_note-weather-2"">[2]</a></sup>
Air Temp 18 °C (64 °F)<sup class=""reference"" id=""cite_ref-weather_2-1""><a href=""#cite_note-weather-2"">[2]</a></sup>
</p>]",False
879,changing,Light rain clearing to cloudy and dry,False
880,dry,Cloudy,False
881,dry,Sunny,False
882,dry,Sunny,False
883,dry,Warm and sunny,False
884,dry,Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9.3 mph),False
885,dry,Dry,False
886,dry,Sunny,False
887,dry,"Very hot and sunny, 35°C.",False
888,dry,Cloudy,False
889,dry,Cloudy,False
890,dry,Dry and 29 degrees,False
891,dry,Cloudy with maximum temperatures reaching 29 degrees during the day,False
892,dry,Warm and sunny,False
893,dry,"Sunny, haze",False
894,dry,Clear,False
895,dry,"Partly cloudy, warm",False
896,dry,"Cloudy, Air Temp: 18°C",False
897,dry,"Overcast, 19 °C(66 °F)",False
898,dry,"Dry, 32°C",False
899,dry,Dry,False
900,dry,"Mostly cloudy, dry",False
901,dry,Sunny,False
902,dry,"Overcast, Air: 20 to 21 °C (68 to 70 °F), Track: 28 to 30 °C (82 to 86 °F).",False
903,dry,Temperatures up to 27.6 °C (81.7 °F); wind speeds up to 16.4 kilometres per hour (10.2 mph),False
904,dry,"Partially cloudy, hot and dry",False
905,dry,Mostly cloudy with maximum temperatures reaching 21 degrees during the day.,False
906,dry,Cloudy with maximum temperatures reaching 26 degrees during the day.,False
907,changing,"Overcast. Wet track at start, then drying.",False
908,dry,Mostly cloudy,False
909,dry,"Sunny; Air: 25 °C (77 °F), Track: 37 to 42 °C (99 to 108 °F)",False
910,dry,Clear. Air: 28 to 30 °C (82 to 86 °F) Track: 33 to 37 °C (91 to 99 °F).,False
911,wet,Rain. Air: 20 °C (68 °F) Track: 24 °C (75 °F),False
912,dry,Fine and dry;,False
913,dry,Sunny,False
914,dry,"Sunny, Air: 23 to 24 °C (73 to 75 °F), Track: 46 to 50 °C (115 to 122 °F)",False
915,dry,"Clear skies; Air temp: 30 °C (86 °F) during the day, dropping to 24 °C (75.2 °F). Wind speed: 8 km/h (4.9 mph).",False
916,dry,Partly cloudy,False
917,dry,Sunny,False
918,dry,"Sunny, clear",False
919,dry,Sunny,False
920,dry,Sunny,False
921,dry,Partly cloudy,False
922,dry,Sunny,False
923,dry,Cloudy,False
924,changing,"Cloudy, rain at times",False
925,dry,Sunny,False
926,dry,Cloudy,False
927,dry,Partly cloudy,False
928,dry,Dry,False
929,dry,Partly cloudy,False
930,dry,Partly cloudy,False
931,dry,Very cloudy,False
932,dry,Partly cloudy,False
933,dry,Dry,False
934,dry,Clear,False
935,dry,Partly cloudy,False
936,dry,Dry,False
937,dry,Sunny,False
938,dry,Partly cloudy,False
939,dry,Partly cloudy,False
940,changing,"Rainy at start, dry later",False
941,dry,Cloudy,False
942,dry,Partly cloudy,False
943,dry,Cloudy,False
944,changing,"Wet at start, dry later",False
945,dry,Sunny,False
946,dry,Partially cloudy and dry,False
947,dry,Partially cloudy and dry,False
948,dry,"Sunny, warm",False
949,dry,Clear,False
950,dry,Sunny,False
951,dry,Cloudy,False
952,dry,Sunny and hot with temperatures reaching up to 84 °F (29 °C); wind speeds approaching speeds of 9.2 miles per hour (14.8 km/h),False
953,dry,Sunny,False
954,wet,Rain and 16 °C (60.8 °F),False
955,dry,Sunny,False
956,dry,Partly cloudy,False
957,changing,"Light rain at start, drying later.",False
958,dry,Clear,False
959,dry,Sunny,False
960,dry,Sunny,False
961,dry,Sunny,False
962,dry,Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12.9 kilometres per hour (8.0 mph),False
963,dry,Sunny,False
964,dry,Partly cloudy,False
965,dry,Overcast,False
966,dry,Sunny,False
967,dry,Partially cloudy and dry,False
968,dry,Sunny,False
969,changing,"Wet at start, then drying. Air temperature: 28°C (82°F)",False
970,dry,Cloudy,False
971,dry,Sunny,False
972,dry,Sunny with temperatures reaching up to 82.9 °F (28.3 °C); wind speeds approaching speeds of 13.8 miles per hour (22.2 km/h),False
973,dry,"Sunny, dry",False
974,dry,Sunny,False
975,dry,Clear,False
976,dry,Sunny,False
977,dry,Clear,False
978,dry,Sunny,False
979,dry,Cloudy,False
980,dry,"Partially cloudy and dry, 16°C and cold.",False
981,dry,Sunny,False
982,dry,Temperatures reaching up to 22.7 °C (72.9 °F); with wind speeds reaching 11.1 kilometres per hour (6.9 mph),False
983,dry,"Partially cloudy, warm and dry",False
984,dry,Sunny,False
985,dry,Sunny 27.0 °C (80.6 °F),False
986,changing,Overcast with intermittent rain,False
987,dry,Sunny,False
988,dry,Cloudy,False
989,dry,Sunny,False
990,dry,Clear,False
991,dry,Cloudy,False
992,dry,Partly cloudy,False
993,dry,Partly cloudy,False
994,dry,Sunny,False
995,dry,Cloudy,False
996,dry,Clear,False
997,dry,Sunny,False
998,dry,Clear,False
999,dry,Partly cloudy,False
1000,dry,Mostly sunny,False
1001,dry,Sunny,False
1002,dry,Overcast,False
1003,dry,Temperatures reaching up to 29.6 °C (85.3 °F); wind speeds negligible,False
1004,dry,Clear,False
1005,dry,"Sunny, 36C (97F)",False
1006,dry,Partly cloudy,False
1007,changing,"Early rain, Late clouds",False
1008,dry,Sunny,False
1009,dry,Partly cloudy,False
1010,dry,Partly cloudy,False
1011,dry,Slightly hazy,False
1012,dry,Partly cloudy,False
1013,dry,Sunny,False
1014,dry,Partly cloudy,False
1015,dry,Sunny,False
1016,dry,Sunny,False
1017,dry,Clear,False
1018,dry,Sunny,False
1019,dry,Sunny,False
1020,changing,"Wet at start, partly cloudy",False
1021,dry,Partly cloudy,False
1022,dry,Sunny,False
1023,dry,Partly cloudy,False
1024,dry,Partly cloudy,False
1025,dry,Sunny,False
1026,dry,Sunny,False
1027,dry,Sunny,False
1028,dry,"Partly cloudy, 10 °C (50 °F)",False
1029,dry,Cloudy,False
1030,dry,Partly cloudy,False
1031,changing,Overcast. Wet and drying track. Air: 11–14 °C (52–57 °F); Track: 14–17 °C (57–63 °F),False
1032,dry,Clear,False
1033,dry,Clear,False
1034,dry,Clear,False
1035,changing,"Wet at start, drying during race, 9 °C (48 °F)",False
1036,dry,Clear,False
1037,dry,"Clear, 21 °C (70 °F)",False
1038,dry,Clear,False
1039,dry,Light cloud,False
1040,dry,Cloudy,False
1041,dry,Sunny,False
1042,dry,Sunny,False
1043,dry,Partly cloudy. Ambient temperature: 25 to 29 °C (77 to 84 °F); Surface temperature: 48 to 56 °C (118 to 133 °F),False
1044,dry,Windy and partly cloudy. Ambient temperature: 24 to 27 °C (75 to 81 °F); Surface temperature: 33 to 38 °C (91 to 100 °F),True
1045,dry,Partly cloudy,False
1046,dry,Clear. Ambient: 29 to 31 °C (84 to 88 °F); Surface: 48 to 52 °C (118 to 126 °F),False
1047,changing,Rain and sunny. Ambient: 26 to 29 °C (79 to 84 °F); Surface: 31 to 52 °C (88 to 126 °F).,False
1048,wet,Wet; persistent rain,False
1049,dry,Sunny,False
1050,dry,Sunny,False
1051,changing,Cloudy and rainy,False
1052,changing,Overcast with intermittent rain,False
1053,dry,Sunny,False
1054,dry,Sunny,False
1055,dry,Sunny,False
1056,dry,Clear,False
1057,dry,Clear,False
1058,dry,Clear,False
1059,dry,Partly cloudy,False
1060,changing,Cloudy in a wet and drying track,False
1061,dry,"Warm, partly cloudy",False
1062,dry,Sunny,False
1063,changing,Rain and partly cloudy in wet-and-drying track conditions,False
1064,dry,Sunny,False
1065,dry,Sunny,False
1066,dry,Partly cloudy,False
1067,dry,Partly cloudy,False
1068,dry,Sunny,False
1069,changing,"Overcast with drizzle throughout, light rain at the end",False
1070,dry,Sunny,False
1071,dry,Partly cloudy,False
1072,dry,Sunny,False
1073,changing,Partly cloudy in a wet and drying track,False
1074,wet,Rain,False
1075,dry,Partly cloudy,False
1076,dry,Partly cloudy,False
1077,dry,Cloudy,False
1078,dry,Clear,False
1079,dry,Clear,False
1080,dry,Clear,False
1081,dry,Sunny,False
1082,dry,Partly cloudy,False
1083,dry,Partly cloudy,False
