,year,driverId,constructorId,raceId,resultId,grid,positionOrder,laps,time,milliseconds,rank,fastestLapTime,avLapTimeMill,status,status_short,weather_main,circuitId,AvTeamLapTimeMill,res_q,q1Mill,q2Mill,q3Mill,debut_raceId,is_debut,avPosTeam,overCir,overYear
0,2009,1,1,1,7573,18,20,58,\N,\N,13,1:29.020,97563.75862068965,Disqualified,rules,dry,1,97563.75862068965,15.0,86454.0,0.0,0.0,36,False,10.411764705882353,5.135687732342007,3.8588235294117648
1,2009,2,2,1,7563,9,10,58,+7.085,5662869,5,1:28.283,97635.6724137931,Finished,finished,dry,1,96398.18166144201,11.0,85827.0,85504.0,0.0,158,False,11.088235294117647,5.135687732342007,3.8588235294117648
2,2009,3,3,1,7559,5,6,58,+5.722,5661506,1,1:27.706,97612.1724137931,Finished,finished,dry,1,94717.20385395538,5.0,85846.0,85123.0,86973.0,53,False,10.970588235294118,5.135687732342007,3.8588235294117648
3,2009,4,4,1,7558,10,5,58,+4.879,5660663,9,1:28.712,97597.63793103448,Finished,finished,dry,1,99681.6106321839,12.0,86026.0,85605.0,0.0,141,False,12.411764705882353,5.135687732342007,3.8588235294117648
4,2009,5,1,1,7572,12,19,0,\N,\N,\N,\N,,Collision,collision,dry,1,97563.75862068965,14.0,86184.0,85726.0,0.0,36,False,10.411764705882353,5.135687732342007,3.8588235294117648
5,2009,6,3,1,7571,11,18,17,\N,\N,18,1:29.923,91822.23529411765,Accident,collision,dry,1,94717.20385395538,13.0,86074.0,85607.0,0.0,52,False,10.970588235294118,5.135687732342007,3.8588235294117648
6,2009,7,5,1,7561,17,8,58,+6.298,5662082,17,1:29.823,97622.10344827586,Finished,finished,dry,1,97619.56896551725,20.0,86964.0,0.0,0.0,18,False,14.911764705882353,5.135687732342007,3.8588235294117648
7,2009,8,6,1,7568,7,15,55,\N,\N,7,1:28.488,97078.2,Differential,technical,dry,1,97040.27777777778,9.0,85899.0,85380.0,87163.0,141,False,9.794117647058824,5.135687732342007,3.8588235294117648
8,2009,9,2,1,7567,4,14,55,\N,\N,2,1:27.988,95160.6909090909,Collision,collision,dry,1,96398.18166144201,4.0,85922.0,85152.0,86914.0,65,False,11.088235294117647,5.135687732342007,3.8588235294117648
9,2009,10,7,1,7557,19,4,58,+4.435,5660219,6,1:28.416,97589.9827586207,Finished,finished,dry,1,97565.5775862069,6.0,85499.0,85281.0,86975.0,97,False,9.558823529411764,5.135687732342007,3.8588235294117648
10,2009,12,4,1,7570,14,17,24,\N,\N,19,1:30.502,101765.58333333333,Spun off,collision,dry,1,99681.6106321839,17.0,86598.0,0.0,0.0,18,False,12.411764705882353,5.135687732342007,3.8588235294117648
11,2009,13,6,1,7569,6,16,45,\N,\N,15,1:29.141,97002.35555555555,Suspension,technical,dry,1,97040.27777777778,7.0,85844.0,85319.0,87033.0,124,False,9.794117647058824,5.135687732342007,3.8588235294117648
12,2009,15,7,1,7556,20,3,58,+1.604,5657388,10,1:28.916,97541.1724137931,Finished,finished,dry,1,97565.5775862069,8.0,86194.0,85265.0,87127.0,207,False,9.558823529411764,5.135687732342007,3.8588235294117648
13,2009,16,10,1,7562,16,9,58,+6.335,5662119,11,1:28.943,97622.74137931035,Finished,finished,dry,1,97631.69827586207,19.0,86742.0,0.0,0.0,36,False,13.941176470588236,5.135687732342007,3.8588235294117648
14,2009,17,9,1,7565,8,12,57,\N,\N,8,1:28.508,99231.52631578948,+1 Lap,+1 Lap,dry,1,97778.48637218046,10.0,85427.0,85241.0,87246.0,124,False,7.029411764705882,5.135687732342007,3.8588235294117648
15,2009,18,23,1,7554,1,1,58,1:34:15.784,5655784,3,1:28.020,97513.5172413793,Finished,finished,dry,1,97520.47413793103,1.0,85211.0,84855.0,86202.0,158,False,4.882352941176471,5.135687732342007,3.8588235294117648
16,2009,20,9,1,7566,3,13,56,\N,\N,4,1:28.140,96325.44642857143,Collision,collision,dry,1,97778.48637218046,3.0,85938.0,85121.0,86830.0,42,False,7.029411764705882,5.135687732342007,3.8588235294117648
17,2009,21,10,1,7564,15,11,58,+7.374,5663158,12,1:29.005,97640.6551724138,Finished,finished,dry,1,97631.69827586207,18.0,86677.0,0.0,0.0,224,False,13.941176470588236,5.135687732342007,3.8588235294117648
18,2009,22,23,1,7555,2,2,58,+0.807,5656591,14,1:29.066,97527.43103448275,Finished,finished,dry,1,97520.47413793103,2.0,85006.0,84783.0,86505.0,273,False,4.882352941176471,5.135687732342007,3.8588235294117648
19,2009,67,5,1,7560,13,7,58,+6.004,5661788,16,1:29.230,97617.03448275862,Finished,finished,dry,1,97619.56896551725,16.0,86503.0,0.0,0.0,1,True,14.911764705882353,5.135687732342007,3.8588235294117648
20,2009,1,1,2,7580,12,7,31,+1:00.733,4312825,11,1:39.141,109398.54838709677,Finished,finished,changing,2,109398.54838709677,13.0,95280.0,94905.0,0.0,36,False,10.411764705882353,4.771844660194175,3.8588235294117648
21,2009,2,2,2,7575,10,2,31,+22.722,4274814,10,1:39.084,108172.3870967742,Finished,finished,changing,2,115455.19354838709,11.0,95110.0,94769.0,0.0,158,False,11.088235294117647,4.771844660194175,3.8588235294117648
22,2009,3,3,2,7581,4,8,31,+1:11.576,4323668,4,1:37.598,109748.32258064517,Finished,finished,changing,2,110466.93548387097,6.0,95083.0,94547.0,95750.0,53,False,10.970588235294118,4.771844660194175,3.8588235294117648
23,2009,4,4,2,7584,9,11,31,\N,\N,9,1:39.006,110969.16129032258,+1 Lap,+1 Lap,changing,2,111086.75806451612,10.0,95260.0,94706.0,97659.0,141,False,12.411764705882353,4.771844660194175,3.8588235294117648
24,2009,5,1,2,7593,14,20,0,\N,\N,\N,\N,,Spun off,collision,changing,2,109398.54838709677,14.0,95023.0,94924.0,0.0,36,False,10.411764705882353,4.771844660194175,3.8588235294117648
25,2009,6,3,2,7585,11,12,31,\N,\N,15,1:39.387,111185.54838709677,+1 Lap,+1 Lap,changing,2,110466.93548387097,12.0,95341.0,94788.0,0.0,52,False,10.970588235294118,4.771844660194175,3.8588235294117648
26,2009,7,5,2,7583,15,10,31,+1:42.164,4354256,12,1:39.242,110735.03225806452,Finished,finished,changing,2,109879.78279569893,15.0,95507.0,95431.0,0.0,18,False,14.911764705882353,4.771844660194175,3.8588235294117648
27,2009,8,6,2,7587,7,14,31,\N,\N,7,1:38.453,112047.19354838709,+1 Lap,+1 Lap,changing,2,110984.14516129032,9.0,95476.0,94456.0,96170.0,141,False,9.794117647058824,4.771844660194175,3.8588235294117648
28,2009,9,2,2,7592,6,19,1,\N,\N,\N,\N,122738.0,Engine,technical,changing,2,115455.19354838709,8.0,95166.0,94562.0,96106.0,65,False,11.088235294117647,4.771844660194175,3.8588235294117648
29,2009,10,7,2,7576,3,3,31,+23.513,4275605,16,1:39.406,108197.90322580645,Finished,finished,changing,2,108563.3870967742,5.0,94907.0,94258.0,95690.0,97,False,9.558823529411764,4.771844660194175,3.8588235294117648
30,2009,12,4,2,7586,17,13,31,\N,\N,14,1:39.268,111204.35483870968,+1 Lap,+1 Lap,changing,2,111086.75806451612,17.0,95708.0,0.0,0.0,18,False,12.411764705882353,4.771844660194175,3.8588235294117648
31,2009,13,6,2,7582,16,9,31,+1:16.932,4329024,13,1:39.250,109921.09677419355,Finished,finished,changing,2,110984.14516129032,16.0,95642.0,0.0,0.0,124,False,9.794117647058824,4.771844660194175,3.8588235294117648
32,2009,15,7,2,7577,2,4,31,+46.173,4298265,3,1:37.591,108928.87096774194,Finished,finished,changing,2,108563.3870967742,2.0,94745.0,93990.0,95273.0,207,False,9.558823529411764,4.771844660194175,3.8588235294117648
33,2009,16,10,2,7590,19,17,30,\N,\N,18,1:39.464,111947.53333333334,+1 Lap,+1 Lap,changing,2,111078.33563218391,19.0,95951.0,0.0,0.0,36,False,13.941176470588236,4.771844660194175,3.8588235294117648
34,2009,17,9,2,7579,5,6,31,+52.333,4304425,5,1:37.672,109127.58064516129,Finished,finished,changing,2,108622.19032258065,7.0,95027.0,94222.0,95797.0,124,False,7.029411764705882,4.771844660194175,3.8588235294117648
35,2009,18,23,2,7574,1,1,31,1:10:52.092,4252092,1,1:36.641,107439.41935483871,Finished,finished,changing,2,108203.29032258064,1.0,95058.0,93784.0,95181.0,158,False,4.882352941176471,4.771844660194175,3.8588235294117648
36,2009,20,9,2,7588,13,15,30,\N,\N,6,1:38.427,108116.8,Spun off,collision,changing,2,108622.19032258065,3.0,94935.0,94276.0,95518.0,42,False,7.029411764705882,4.771844660194175,3.8588235294117648
37,2009,21,10,2,7591,18,18,29,\N,\N,17,1:39.407,110209.13793103448,Spun off,collision,changing,2,111078.33563218391,18.0,95908.0,0.0,0.0,224,False,13.941176470588236,4.771844660194175,3.8588235294117648
38,2009,22,23,2,7578,8,5,31,+47.360,4299452,2,1:37.484,108967.16129032258,Finished,finished,changing,2,108203.29032258064,4.0,94681.0,94387.0,95651.0,273,False,4.882352941176471,4.771844660194175,3.8588235294117648
39,2009,67,5,2,7589,20,16,30,\N,\N,8,1:38.938,109024.53333333334,Spun off,collision,changing,2,109879.78279569893,20.0,96107.0,0.0,0.0,1,False,14.911764705882353,4.771844660194175,3.8588235294117648
40,2009,1,1,3,7599,9,6,56,+1:11.866,7135351,12,1:54.665,127416.98214285714,Finished,finished,wet,17,127356.58928571429,9.0,95776.0,95740.0,98595.0,36,False,10.411764705882353,3.584795321637427,3.8588235294117648
41,2009,2,2,3,7605,11,12,56,+1:35.834,7159319,7,1:54.158,127844.98214285714,Finished,finished,wet,17,127943.36607142858,11.0,96525.0,95975.0,0.0,158,False,11.088235294117647,3.584795321637427,3.8588235294117648
42,2009,3,3,3,7608,7,15,55,\N,\N,8,1:54.243,129292.16363636364,+1 Lap,+1 Lap,wet,17,131333.45391120506,7.0,95941.0,95809.0,97397.0,53,False,10.970588235294118,3.584795321637427,3.8588235294117648
43,2009,4,4,3,7602,2,9,56,+1:24.309,7147794,9,1:54.481,127639.17857142857,Finished,finished,wet,17,129527.05224867724,2.0,96443.0,95803.0,96381.0,141,False,12.411764705882353,3.584795321637427,3.8588235294117648
44,2009,5,1,3,7598,12,5,56,+1:05.102,7128587,10,1:54.516,127296.19642857143,Finished,finished,wet,17,127356.58928571429,12.0,96646.0,96032.0,0.0,36,False,10.411764705882353,3.584795321637427,3.8588235294117648
45,2009,6,3,3,7611,14,18,43,\N,\N,17,1:56.167,133374.7441860465,Retired,technical,wet,17,131333.45391120506,15.0,96673.0,96193.0,0.0,52,False,10.970588235294118,3.584795321637427,3.8588235294117648
46,2009,7,5,3,7604,15,11,56,+1:34.156,7157641,5,1:53.474,127815.01785714286,Finished,finished,wet,17,127656.83035714286,16.0,96906.0,0.0,0.0,18,False,14.911764705882353,3.584795321637427,3.8588235294117648
47,2009,8,6,3,7603,8,10,56,+1:31.750,7155235,15,1:55.396,127772.05357142857,Finished,finished,wet,17,133710.1267857143,8.0,96137.0,95856.0,98089.0,141,False,9.794117647058824,3.584795321637427,3.8588235294117648
48,2009,9,2,3,7606,17,13,56,+1:46.853,7170338,14,1:55.350,128041.75,Finished,finished,wet,17,127943.36607142858,18.0,96966.0,0.0,0.0,65,False,11.088235294117647,3.584795321637427,3.8588235294117648
49,2009,10,7,3,7600,19,7,56,+1:14.476,7137961,3,1:52.703,127463.58928571429,Finished,finished,wet,17,138255.15575396825,14.0,96364.0,96066.0,0.0,97,False,9.558823529411764,3.584795321637427,3.8588235294117648
50,2009,12,4,3,7609,16,16,54,\N,\N,16,1:55.535,131414.92592592593,+2 Laps,+2 Laps,wet,17,129527.05224867724,17.0,96908.0,0.0,0.0,18,False,12.411764705882353,3.584795321637427,3.8588235294117648
51,2009,13,6,3,7612,13,19,20,\N,\N,19,1:56.484,139648.2,Electronics,technical,wet,17,133710.1267857143,13.0,96178.0,96033.0,0.0,124,False,9.794117647058824,3.584795321637427,3.8588235294117648
52,2009,15,7,3,7613,6,20,18,\N,\N,20,2:00.330,149046.72222222222,Collision,collision,wet,17,138255.15575396825,6.0,96308.0,95645.0,96835.0,207,False,9.558823529411764,3.584795321637427,3.8588235294117648
53,2009,16,10,3,7610,18,17,50,\N,\N,13,1:54.777,128637.74,Spun off,collision,wet,17,128762.65181818182,19.0,97669.0,0.0,0.0,36,False,13.941176470588236,3.584795321637427,3.8588235294117648
54,2009,17,9,3,7595,3,2,56,+10.970,7074455,4,1:52.980,126329.55357142857,Finished,finished,wet,17,126231.60714285713,3.0,95751.0,95173.0,96466.0,124,False,7.029411764705882,3.584795321637427,3.8588235294117648
55,2009,18,23,3,7596,5,3,56,+44.975,7108460,6,1:53.546,126936.78571428571,Finished,finished,wet,17,127104.00892857142,5.0,95533.0,95556.0,96532.0,158,False,4.882352941176471,3.584795321637427,3.8588235294117648
56,2009,20,9,3,7594,1,1,56,1:57:43.485,7063485,2,1:52.627,126133.66071428571,Finished,finished,wet,17,126231.60714285713,1.0,96565.0,95130.0,96184.0,42,False,7.029411764705882,3.584795321637427,3.8588235294117648
57,2009,21,10,3,7607,20,14,55,\N,\N,18,1:56.239,128887.56363636363,+1 Lap,+1 Lap,wet,17,128762.65181818182,20.0,97672.0,0.0,0.0,224,False,13.941176470588236,3.584795321637427,3.8588235294117648
58,2009,22,23,3,7597,4,4,56,+1:03.704,7127189,1,1:52.592,127271.23214285714,Finished,finished,wet,17,127104.00892857142,4.0,95701.0,95503.0,96493.0,273,False,4.882352941176471,3.584795321637427,3.8588235294117648
59,2009,67,5,3,7601,10,8,56,+1:16.439,7139924,11,1:54.590,127498.64285714286,Finished,finished,wet,17,127656.83035714286,10.0,96284.0,95965.0,99321.0,1,False,14.911764705882353,3.584795321637427,3.8588235294117648
60,2009,1,1,4,7617,5,4,57,+22.096,5530278,6,1:34.915,97022.42105263157,Finished,finished,dry,3,97511.26315789473,5.0,92851.0,92877.0,94196.0,36,False,10.411764705882353,3.6825,3.8588235294117648
61,2009,2,2,4,7632,14,19,56,\N,\N,16,1:35.924,98797.89285714286,+1 Lap,+1 Lap,dry,3,98745.57142857142,14.0,93377.0,93562.0,0.0,158,False,11.088235294117647,3.6825,3.8588235294117648
62,2009,3,3,4,7622,9,9,57,+58.198,5566380,15,1:35.816,97655.78947368421,Finished,finished,dry,3,98302.69682017545,9.0,93672.0,93166.0,95134.0,53,False,10.970588235294118,3.6825,3.8588235294117648
63,2009,4,4,4,7621,7,8,57,+52.775,5560957,14,1:35.722,97560.64912280702,Finished,finished,dry,3,97669.19298245615,7.0,93627.0,92860.0,94578.0,141,False,12.411764705882353,3.6825,3.8588235294117648
64,2009,5,1,4,7625,11,12,57,+1:17.824,5586006,12,1:35.520,98000.1052631579,Finished,finished,dry,3,97511.26315789473,11.0,93479.0,93242.0,0.0,36,False,10.411764705882353,3.6825,3.8588235294117648
65,2009,6,3,4,7633,12,20,48,\N,\N,17,1:36.153,98949.60416666667,Oil pressure,technical,dry,3,98302.69682017545,12.0,93221.0,93348.0,0.0,52,False,10.970588235294118,3.6825,3.8588235294117648
66,2009,7,5,4,7626,20,13,57,+1:18.805,5586987,9,1:35.410,98017.31578947368,Finished,finished,dry,3,98347.10432330827,20.0,94159.0,0.0,0.0,18,False,14.911764705882353,3.6825,3.8588235294117648
67,2009,8,6,4,7619,10,6,57,+42.057,5550239,11,1:35.498,97372.61403508772,Finished,finished,dry,3,97927.53023182959,10.0,93117.0,92827.0,95380.0,141,False,9.794117647058824,3.6825,3.8588235294117648
68,2009,9,2,4,7631,13,18,56,\N,\N,13,1:35.706,98693.25,+1 Lap,+1 Lap,dry,3,98745.57142857142,13.0,93495.0,93487.0,0.0,65,False,11.088235294117647,3.6825,3.8588235294117648
69,2009,10,7,4,7620,2,7,57,+42.880,5551062,2,1:34.574,97387.05263157895,Finished,finished,dry,3,97091.35087719298,2.0,93165.0,92613.0,93712.0,97,False,9.558823529411764,3.6825,3.8588235294117648
70,2009,12,4,4,7623,15,10,57,+1:05.149,5573331,10,1:35.441,97777.73684210527,Finished,finished,dry,3,97669.19298245615,15.0,93608.0,93941.0,0.0,18,False,12.411764705882353,3.6825,3.8588235294117648
71,2009,13,6,4,7627,8,14,56,\N,\N,7,1:35.065,98482.44642857143,+1 Lap,+1 Lap,dry,3,97927.53023182959,8.0,93297.0,93014.0,94818.0,124,False,9.794117647058824,3.6825,3.8588235294117648
72,2009,15,7,4,7616,1,3,57,+9.170,5517352,1,1:34.556,96795.64912280702,Finished,finished,dry,3,97091.35087719298,1.0,92799.0,92671.0,93431.0,207,False,9.558823529411764,3.6825,3.8588235294117648
73,2009,16,10,4,7629,19,16,56,\N,\N,18,1:36.219,98649.10714285714,+1 Lap,+1 Lap,dry,3,98627.16964285714,16.0,93722.0,0.0,0.0,36,False,13.941176470588236,3.6825,3.8588235294117648
74,2009,17,9,4,7624,18,11,57,+1:07.641,5575823,8,1:35.165,97821.45614035087,Finished,finished,dry,3,97291.15789473684,19.0,94038.0,0.0,0.0,124,False,7.029411764705882,3.6825,3.8588235294117648
75,2009,18,23,4,7614,4,1,57,1:31:48.182,5508182,3,1:34.588,96634.77192982456,Finished,finished,dry,3,96966.16666666667,4.0,92978.0,92842.0,94044.0,158,False,4.882352941176471,3.6825,3.8588235294117648
76,2009,20,9,4,7615,3,2,57,+7.187,5515369,4,1:34.756,96760.85964912281,Finished,finished,dry,3,97291.15789473684,3.0,92680.0,92474.0,94015.0,42,False,7.029411764705882,3.6825,3.8588235294117648
77,2009,21,10,4,7628,17,15,56,\N,\N,19,1:36.376,98605.23214285714,+1 Lap,+1 Lap,dry,3,98627.16964285714,18.0,93910.0,0.0,0.0,224,False,13.941176470588236,3.6825,3.8588235294117648
78,2009,22,23,4,7618,6,5,57,+37.779,5545961,5,1:34.901,97297.56140350878,Finished,finished,dry,3,96966.16666666667,6.0,93116.0,92842.0,94239.0,273,False,4.882352941176471,3.6825,3.8588235294117648
79,2009,67,5,4,7630,16,17,56,\N,\N,20,1:36.473,98676.89285714286,+1 Lap,+1 Lap,dry,3,98347.10432330827,17.0,93753.0,0.0,0.0,1,False,14.911764705882353,3.6825,3.8588235294117648
80,2009,1,1,5,7642,14,9,65,\N,\N,9,1:23.839,89849.47692307692,+1 Lap,+1 Lap,dry,4,109067.23846153845,14.0,80991.0,80805.0,0.0,36,False,10.411764705882353,4.773296244784423,3.8588235294117648
81,2009,2,2,5,7640,13,7,66,+52.312,5891514,10,1:23.878,89265.36363636363,Finished,finished,dry,4,89585.07412587412,13.0,81095.0,80676.0,0.0,158,False,11.088235294117647,4.773296244784423,3.8588235294117648
82,2009,3,3,5,7641,9,8,66,+1:05.211,5904413,7,1:23.621,89460.80303030302,Finished,finished,dry,4,89785.1168997669,9.0,80745.0,80256.0,82558.0,53,False,10.970588235294118,4.773296244784423,3.8588235294117648
83,2009,4,4,5,7638,8,5,66,+43.166,5882368,6,1:23.420,89126.78787878787,Finished,finished,dry,4,89533.44778554779,8.0,81186.0,80509.0,81392.0,141,False,12.411764705882353,4.773296244784423,3.8588235294117648
84,2009,5,1,5,7649,18,16,7,\N,\N,16,1:28.719,128285.0,Gearbox,technical,dry,4,109067.23846153845,18.0,81675.0,0.0,0.0,36,False,10.411764705882353,4.773296244784423,3.8588235294117648
85,2009,6,3,5,7646,11,13,65,\N,\N,13,1:24.155,90109.43076923076,+1 Lap,+1 Lap,dry,4,89785.1168997669,11.0,80818.0,80531.0,0.0,52,False,10.970588235294118,4.773296244784423,3.8588235294117648
86,2009,7,5,5,7652,17,19,0,\N,\N,\N,\N,,Collision,collision,dry,4,,17.0,81300.0,0.0,0.0,18,False,14.911764705882353,4.773296244784423,3.8588235294117648
87,2009,8,6,5,7648,16,15,17,\N,\N,15,1:24.490,99877.88235294117,Hydraulics,technical,dry,4,94560.3729946524,16.0,81291.0,0.0,0.0,141,False,9.794117647058824,4.773296244784423,3.8588235294117648
88,2009,9,2,5,7644,10,11,65,\N,\N,11,1:24.078,89904.78461538462,+1 Lap,+1 Lap,dry,4,89585.07412587412,10.0,80931.0,80408.0,82685.0,65,False,11.088235294117647,4.773296244784423,3.8588235294117648
89,2009,10,7,5,7643,6,10,65,\N,\N,12,1:24.134,89861.38461538461,+1 Lap,+1 Lap,dry,4,89861.38461538461,6.0,80877.0,80107.0,81247.0,97,False,9.558823529411764,4.773296244784423,3.8588235294117648
90,2009,12,4,5,7645,12,12,65,\N,\N,14,1:24.286,89940.10769230769,+1 Lap,+1 Lap,dry,4,89533.44778554779,12.0,81128.0,80604.0,0.0,18,False,12.411764705882353,4.773296244784423,3.8588235294117648
91,2009,13,6,5,7639,4,6,66,+50.827,5890029,3,1:23.089,89242.86363636363,Finished,finished,dry,4,94560.3729946524,4.0,80484.0,80149.0,80934.0,124,False,9.794117647058824,4.773296244784423,3.8588235294117648
92,2009,15,7,5,7650,7,17,0,\N,\N,\N,\N,,Collision,collision,dry,4,89861.38461538461,7.0,81189.0,80420.0,81254.0,207,False,9.558823529411764,4.773296244784423,3.8588235294117648
93,2009,16,10,5,7653,19,20,0,\N,\N,\N,\N,,Collision,collision,dry,4,90319.07692307692,19.0,81742.0,0.0,0.0,36,False,13.941176470588236,4.773296244784423,3.8588235294117648
94,2009,17,9,5,7636,5,3,66,+13.924,5853126,5,1:23.112,88683.72727272728,Finished,finished,dry,4,88721.73484848486,5.0,80689.0,80007.0,81049.0,124,False,7.029411764705882,4.773296244784423,3.8588235294117648
95,2009,18,23,5,7634,1,1,66,1:37:19.202,5839202,2,1:22.899,88472.75757575757,Finished,finished,dry,4,88571.66666666666,1.0,80707.0,80192.0,80527.0,158,False,4.882352941176471,4.773296244784423,3.8588235294117648
96,2009,20,9,5,7637,2,4,66,+18.941,5858143,4,1:23.090,88759.74242424243,Finished,finished,dry,4,88721.73484848486,2.0,80715.0,80220.0,80660.0,42,False,7.029411764705882,4.773296244784423,3.8588235294117648
97,2009,21,10,5,7647,20,14,65,\N,\N,8,1:23.796,90319.07692307692,+1 Lap,+1 Lap,dry,4,90319.07692307692,20.0,82204.0,0.0,0.0,224,False,13.941176470588236,4.773296244784423,3.8588235294117648
98,2009,22,23,5,7635,3,2,66,+13.056,5852258,1,1:22.762,88670.57575757576,Finished,finished,dry,4,88571.66666666666,3.0,80808.0,79954.0,80762.0,273,False,4.882352941176471,4.773296244784423,3.8588235294117648
99,2009,67,5,5,7651,15,18,0,\N,\N,\N,\N,,Collision,collision,dry,4,,15.0,81033.0,81067.0,0.0,1,False,14.911764705882353,4.773296244784423,3.8588235294117648
100,2009,1,1,6,7665,19,12,77,\N,\N,8,1:15.706,79050.41558441559,+1 Lap,+1 Lap,dry,6,78599.16857652152,16.0,76264.0,0.0,0.0,36,False,10.411764705882353,7.934113300492611,3.8588235294117648
101,2009,2,2,6,7664,16,11,77,\N,\N,15,1:16.268,79029.12987012987,+1 Lap,+1 Lap,dry,6,79925.79707792208,17.0,76264.0,0.0,0.0,158,False,11.088235294117647,7.934113300492611,3.8588235294117648
102,2009,3,3,6,7659,6,6,78,+33.586,6077868,9,1:15.772,77921.38461538461,Finished,finished,dry,6,78285.96862348178,6.0,75094.0,74846.0,75455.0,53,False,10.970588235294118,7.934113300492611,3.8588235294117648
103,2009,4,4,6,7660,9,7,78,+37.839,6082121,4,1:15.371,77975.91025641025,Finished,finished,dry,6,79815.55512820513,9.0,75898.0,75200.0,76009.0,141,False,12.411764705882353,7.934113300492611,3.8588235294117648
104,2009,5,1,6,7669,7,16,51,\N,\N,6,1:15.672,78147.92156862745,Accident,collision,dry,6,78599.16857652152,7.0,75495.0,74809.0,75516.0,36,False,10.411764705882353,7.934113300492611,3.8588235294117648
105,2009,6,3,6,7668,10,15,76,\N,\N,10,1:15.792,78650.55263157895,Accident,collision,dry,6,78285.96862348178,10.0,75930.0,75579.0,77344.0,52,False,10.970588235294118,7.934113300492611,3.8588235294117648
106,2009,7,5,6,7661,14,8,78,+1:03.142,6107424,13,1:16.178,78300.30769230769,Finished,finished,dry,6,79984.30384615384,14.0,76120.0,76281.0,0.0,18,False,14.911764705882353,7.934113300492611,3.8588235294117648
107,2009,8,6,6,7656,2,3,78,+13.442,6057724,5,1:15.382,77663.1282051282,Finished,finished,dry,6,77673.82051282052,2.0,75746.0,74514.0,74927.0,141,False,9.794117647058824,7.934113300492611,3.8588235294117648
108,2009,9,2,6,7670,17,17,28,\N,\N,17,1:17.558,80822.46428571429,Brakes,technical,dry,6,79925.79707792208,18.0,76405.0,0.0,0.0,65,False,11.088235294117647,7.934113300492611,3.8588235294117648
109,2009,10,7,6,7663,20,10,77,\N,\N,12,1:16.066,78779.1948051948,+1 Lap,+1 Lap,dry,6,78927.70779220779,20.0,76788.0,0.0,0.0,97,False,9.558823529411764,7.934113300492611,3.8588235294117648
110,2009,12,4,6,7672,12,19,10,\N,\N,19,1:18.514,81655.2,Collision,collision,dry,6,79815.55512820513,12.0,76013.0,75837.0,0.0,18,False,12.411764705882353,7.934113300492611,3.8588235294117648
111,2009,13,6,6,7657,5,4,78,+15.110,6059392,1,1:15.154,77684.51282051283,Finished,finished,dry,6,77673.82051282052,5.0,75340.0,75001.0,75437.0,124,False,9.794117647058824,7.934113300492611,3.8588235294117648
112,2009,15,7,6,7666,18,13,77,\N,\N,11,1:16.011,79076.22077922078,+1 Lap,+1 Lap,dry,6,78927.70779220779,19.0,76548.0,0.0,0.0,207,False,9.558823529411764,7.934113300492611,3.8588235294117648
113,2009,16,10,6,7667,15,14,77,\N,\N,14,1:16.245,79113.37662337662,+1 Lap,+1 Lap,dry,6,78719.00882450883,15.0,76248.0,76545.0,0.0,36,False,13.941176470588236,7.934113300492611,3.8588235294117648
114,2009,17,9,6,7658,8,5,78,+15.730,6060012,3,1:15.321,77692.46153846153,Finished,finished,dry,6,79854.09743589743,8.0,75260.0,74825.0,75653.0,124,False,7.029411764705882,7.934113300492611,3.8588235294117648
115,2009,18,23,6,7654,1,1,78,1:40:44.282,6044282,2,1:15.190,77490.79487179487,Finished,finished,dry,6,77539.9358974359,1.0,75210.0,75016.0,74902.0,158,False,4.882352941176471,7.934113300492611,3.8588235294117648
116,2009,20,9,6,7671,4,18,15,\N,\N,18,1:17.634,82015.73333333334,Accident,collision,dry,6,79854.09743589743,4.0,75915.0,74879.0,75271.0,42,False,7.029411764705882,7.934113300492611,3.8588235294117648
117,2009,21,10,6,7662,13,9,78,+1:05.040,6109322,16,1:16.419,78324.64102564103,Finished,finished,dry,6,78719.00882450883,13.0,76063.0,76146.0,0.0,224,False,13.941176470588236,7.934113300492611,3.8588235294117648
118,2009,22,23,6,7655,3,2,78,+7.666,6051948,7,1:15.685,77589.07692307692,Finished,finished,dry,6,77539.9358974359,3.0,75425.0,74829.0,75077.0,273,False,4.882352941176471,7.934113300492611,3.8588235294117648
119,2009,67,5,6,7673,11,20,10,\N,\N,20,1:18.582,81668.3,Collision,collision,dry,6,79984.30384615384,11.0,75834.0,75833.0,0.0,1,False,14.911764705882353,7.934113300492611,3.8588235294117648
120,2009,1,1,7,7686,16,13,58,+1:20.454,5265302,15,1:28.562,90781.06896551725,Finished,finished,dry,5,90950.92921960073,16.0,88318.0,0.0,0.0,36,False,10.411764705882353,3.5104166666666665,3.8588235294117648
121,2009,2,2,7,7684,11,11,58,+1:04.327,5249175,10,1:28.214,90503.0172413793,Finished,finished,dry,5,90347.1551724138,11.0,87795.0,87521.0,0.0,158,False,11.088235294117647,3.5104166666666665,3.8588235294117648
122,2009,3,3,7,7678,9,5,58,+31.539,5216387,11,1:28.222,89937.70689655172,Finished,finished,dry,5,90238.02586206896,9.0,87517.0,87418.0,89191.0,53,False,10.970588235294118,3.5104166666666665,3.8588235294117648
123,2009,4,4,7,7683,8,10,58,+1:02.420,5247268,13,1:28.389,90470.13793103448,Finished,finished,dry,5,90852.16545674531,8.0,87988.0,87473.0,89075.0,141,False,12.411764705882353,3.5104166666666665,3.8588235294117648
